Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Mother tongue,            Tibeto-Burman languages; n.i.e.,,0,,0,,0,,1400,,695,,705,
Mother tongue,        Tai-Kadai languages,,5,,0,,5,,22010,,8870,,13145,
Mother tongue,          Lao,,0,,0,,0,,12670,,6145,,6525,
Mother tongue,          Thai,,5,,0,,5,,9255,,2690,,6565,
Mother tongue,          Tai-Kadai languages; n.i.e,,0,,0,,0,,80,,35,,55,
Mother tongue,        Turkic languages,,55,,30,,25,,40140,,21120,,19025,
Mother tongue,          Azerbaijani,,5,,0,,0,,3260,,1785,,1470,
Mother tongue,          Turkish,,50,,25,,25,,32815,,17375,,15440,
Mother tongue,          Uyghur,,0,,0,,5,,1035,,510,,525,
Mother tongue,          Uzbek,,0,,0,,0,,1715,,855,,865,
Mother tongue,          Turkic languages; n.i.e.,,0,,0,,0,,1315,,590,,720,
Mother tongue,        Uralic languages,,100,,45,,60,,81985,,37790,,44195,
Mother tongue,          Estonian,,25,,15,,15,,5445,,2325,,3115,
Mother tongue,          Finnish,,0,,0,,5,,15295,,6395,,8900,
Mother tongue,          Hungarian,,75,,30,,40,,61235,,29060,,32175,
Mother tongue,          Uralic languages; n.i.e.,,0,,0,,0,,10,,5,,5,
Mother tongue,        Other languages; n.i.e.,,5,,0,,0,,3690,,2045,,1645,
Mother tongue,  Multiple responses,,285,,125,,160,,818635,,398325,,420305,
Mother tongue,    English and French,,55,,20,,30,,165320,,80460,,84860,
Mother tongue,    English and non-official language,,200,,90,,115,,533265,,259160,,274100,
Mother tongue,    French and non-official language,,15,,5,,10,,86150,,42170,,43985,
Mother tongue,    English; French and non-official language,,15,,10,,5,,33900,,16535,,17365,
Language spoken most often at home,Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,19,15330,,7255,,8070,,34767250,,17101165,,17666085,
Language spoken most often at home,  Single responses,,14890,,7075,,7820,,33103860,,16298475,,16805395,
Language spoken most often at home,    Official languages,,13655,,6525,,7130,,29106670,,14383020,,14723645,
Language spoken most often at home,      English,,13485,,6445,,7040,,22162865,,10966135,,11196730,
Language spoken most often at home,      French,,170,,85,,90,,6943800,,3416890,,3526910,
Language spoken most often at home,    Non-official languages,,1230,,540,,690,,3997195,,1915450,,2081750,
Language spoken most often at home,      Aboriginal languages,,0,,0,,0,,118470,,59720,,58750,
Language spoken most often at home,        Algonquian languages,,0,,0,,0,,75080,,37825,,37260,
Language spoken most often at home,          Blackfoot,,0,,0,,0,,1115,,555,,555,
Language spoken most often at home,          Cree-Montagnais languages,,0,,0,,0,,55825,,28135,,27685,
Language spoken most often at home,            Atikamekw,,0,,0,,0,,5465,,2825,,2640,
Language spoken most often at home,            Montagnais (Innu),,0,,0,,0,,8590,,4195,,4395,
Language spoken most often at home,            Moose Cree,,0,,0,,0,,10,,5,,5,
Language spoken most often at home,            Naskapi,,0,,0,,0,,1200,,595,,605,
Language spoken most often at home,            Northern East Cree,,0,,0,,0,,110,,55,,60,
Language spoken most often at home,            Plains Cree,,0,,0,,0,,1350,,665,,685,
Language spoken most often at home,            Southern East Cree,,0,,0,,0,,20,,5,,15,
Language spoken most often at home,            Swampy Cree,,0,,0,,0,,330,,140,,190,
Language spoken most often at home,            Woods Cree,,0,,0,,0,,800,,410,,390,
Language spoken most often at home,            Cree; n.o.s.,,0,,0,,0,,37945,,19240,,18710,
Language spoken most often at home,          Eastern Algonquian languages,,0,,0,,0,,3615,,1795,,1820,
Language spoken most often at home,            Malecite,,0,,0,,0,,55,,30,,30,
Language spoken most often at home,            Mi'kmaq,,0,,0,,0,,3560,,1770,,1795,
Language spoken most often at home,          Ojibway-Potawatomi languages,,0,,0,,0,,14525,,7335,,7190,
Language spoken most often at home,            Algonquin,,0,,0,,0,,370,,170,,200,
Language spoken most often at home,            Ojibway,,0,,0,,0,,6175,,3165,,3015,
Language spoken most often at home,            Oji-Cree,,0,,0,,0,,7900,,3960,,3940,
Language spoken most often at home,            Ottawa (Odawa),,0,,0,,0,,75,,40,,35,
Language spoken most often at home,          Algonquian languages; n.i.e.,,0,,0,,0,,5,,5,,5,
Language spoken most often at home,        Athabaskan languages,,0,,0,,0,,10265,,5125,,5135,
Language spoken most often at home,          Northern Athabaskan languages,,0,,0,,0,,10255,,5120,,5135,
Language spoken most often at home,            Babine (Wetsuwet'en),,0,,0,,0,,15,,10,,10,
Language spoken most often at home,            Beaver,,0,,0,,0,,50,,30,,20,
Language spoken most often at home,            Carrier,,0,,0,,0,,245,,115,,130,
Language spoken most often at home,            Chilcotin,,0,,0,,0,,255,,125,,130,
Language spoken most often at home,            Dene,,0,,0,,0,,7710,,3805,,3905,
Language spoken most often at home,            Dogrib (Tlicho),,0,,0,,0,,1020,,550,,475,
Language spoken most often at home,            Gwich'in,,0,,0,,0,,45,,25,,25,
Language spoken most often at home,            Sarsi (Sarcee),,0,,0,,0,,10,,5,,5,
Language spoken most often at home,            Sekani,,0,,0,,0,,15,,10,,5,
Language spoken most often at home,            Slavey-Hare languages,,0,,0,,0,,820,,425,,395,
Language spoken most often at home,              North Slavey (Hare),,0,,0,,0,,340,,180,,155,
Language spoken most often at home,              South Slavey,,0,,0,,0,,370,,190,,185,
Language spoken most often at home,              Slavey; n.o.s.,,0,,0,,0,,105,,55,,55,
Language spoken most often at home,            Tahltan languages,,0,,0,,0,,25,,15,,15,
Language spoken most often at home,              Kaska (Nahani),,0,,0,,0,,25,,10,,10,
Language spoken most often at home,              Tahltan,,0,,0,,0,,0,,5,,5,
Language spoken most often at home,            Tutchone languages,,0,,0,,0,,30,,15,,15,
Language spoken most often at home,              Northern Tutchone,,0,,0,,0,,25,,15,,10,
Language spoken most often at home,              Southern Tutchone,,0,,0,,0,,10,,0,,5,
Language spoken most often at home,          Athabaskan languages; n.i.e.,,0,,0,,0,,15,,5,,5,
Language spoken most often at home,        Haida,,0,,0,,0,,10,,5,,0,
Language spoken most often at home,        Inuit languages,,0,,0,,0,,29490,,14995,,14495,
Language spoken most often at home,          Inuinnaqtun (Inuvialuktun),,0,,0,,0,,165,,75,,90,
Language spoken most often at home,          Inuktitut,,0,,0,,0,,29230,,14885,,14345,
Language spoken most often at home,          Inuit languages; n.i.e.,,0,,0,,0,,90,,40,,55,
Language spoken most often at home,        Iroquoian languages,,0,,0,,0,,285,,135,,155,
Language spoken most often at home,          Cayuga,,0,,0,,0,,10,,0,,5,
Language spoken most often at home,          Mohawk,,0,,0,,0,,255,,115,,140,
Language spoken most often at home,          Oneida,,0,,0,,0,,15,,5,,10,
Language spoken most often at home,          Iroquoian languages; n.i.e.,,0,,0,,0,,5,,0,,5,
Language spoken most often at home,        Kutenai,,0,,0,,0,,15,,10,,5,
Language spoken most often at home,        Michif,,0,,0,,0,,85,,40,,45,
Language spoken most often at home,        Salish languages,,0,,0,,0,,285,,130,,150,
Language spoken most often at home,          Comox,,0,,0,,0,,0,,0,,0,
Language spoken most often at home,          Halkomelem,,0,,0,,0,,45,,20,,25,
Language spoken most often at home,          Lillooet,,0,,0,,0,,25,,15,,10,
Language spoken most often at home,          Okanagan,,0,,0,,0,,85,,35,,45,
Language spoken most often at home,          Shuswap (Secwepemctsin),,0,,0,,0,,55,,30,,20,
Language spoken most often at home,          Squamish,,0,,0,,0,,5,,0,,5,
Language spoken most often at home,          Straits,,0,,0,,0,,20,,10,,15,
Language spoken most often at home,          Thompson (Ntlakapamux),,0,,0,,0,,20,,10,,10,
Language spoken most often at home,          Salish languages; n.i.e.,,0,,0,,0,,25,,15,,10,
Language spoken most often at home,        Siouan languages,,0,,0,,0,,2225,,1085,,1140,
Language spoken most often at home,          Dakota,,0,,0,,0,,255,,140,,120,
Language spoken most often at home,          Stoney,,0,,0,,0,,1950,,940,,1010,
Language spoken most often at home,          Siouan languages; n.i.e.,,0,,0,,0,,20,,10,,15,
Language spoken most often at home,        Tlingit,,0,,0,,0,,5,,0,,0,
Language spoken most often at home,        Tsimshian languages,,0,,0,,0,,410,,210,,190,
Language spoken most often at home,          Gitxsan (Gitksan),,0,,0,,0,,315,,155,,155,
Language spoken most often at home,          Nisga'a,,0,,0,,0,,70,,40,,30,
Language spoken most often at home,          Tsimshian,,0,,0,,0,,25,,15,,15,
Language spoken most often at home,        Wakashan languages,,0,,0,,0,,75,,45,,35,
Language spoken most often at home,          Haisla,,0,,0,,0,,20,,10,,15,
Language spoken most often at home,          Heiltsuk,,0,,0,,0,,5,,5,,5,
Language spoken most often at home,          Kwakiutl (Kwak'wala),,0,,0,,0,,20,,10,,10,
Language spoken most often at home,          Nuu-chah-nulth (Nootka),,0,,0,,0,,30,,15,,15,
Language spoken most often at home,          Wakashan languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language spoken most often at home,        Aboriginal languages; n.o.s.,,0,,0,,0,,235,,110,,125,
Language spoken most often at home,      Non-Aboriginal languages,,1235,,540,,690,,3878725,,1855730,,2022995,
Language spoken most often at home,        Afro-Asiatic languages,,40,,25,,15,,307755,,153275,,154480,
Language spoken most often at home,          Berber languages,,0,,0,,0,,8105,,4215,,3895,
Language spoken most often at home,            Kabyle,,0,,0,,0,,5490,,2855,,2640,
Language spoken most often at home,            Berber languages; n.i.e.,,0,,0,,0,,2620,,1365,,1260,
Language spoken most often at home,          Cushitic languages,,0,,0,,0,,27095,,12455,,14640,
Language spoken most often at home,            Bilen,,0,,0,,0,,620,,330,,285,
Language spoken most often at home,            Oromo,,0,,0,,0,,3410,,1700,,1710,
Language spoken most often at home,            Somali,,0,,0,,0,,22895,,10340,,12555,
Language spoken most often at home,            Cushitic languages; n.i.e.,,0,,0,,0,,185,,85,,95,
Language spoken most often at home,          Semitic languages,,35,,20,,15,,272100,,136390,,135720,
Language spoken most often at home,            Amharic,,5,,0,,0,,12780,,6010,,6770,
Language spoken most often at home,            Arabic,,20,,10,,5,,223540,,112690,,110850,
Language spoken most often at home,            Assyrian Neo-Aramaic,,0,,0,,0,,10510,,5090,,5425,
Language spoken most often at home,            Chaldean Neo-Aramaic,,0,,0,,0,,3445,,1695,,1750,
Language spoken most often at home,            Harari,,0,,5,,0,,735,,335,,400,
Language spoken most often at home,            Hebrew,,15,,5,,10,,8560,,4425,,4135,
Language spoken most often at home,            Maltese,,0,,0,,0,,1130,,525,,605,
Language spoken most often at home,            Tigrigna,,5,,0,,0,,10205,,5040,,5170,
Language spoken most often at home,            Semitic languages; n.i.e.,,0,,0,,0,,1200,,585,,620,
Language spoken most often at home,          Afro-Asiatic languages; n.i.e.,,0,,0,,0,,440,,215,,230,
Language spoken most often at home,        Austro-Asiatic languages,,15,,0,,5,,115210,,53500,,61710,
Language spoken most often at home,          Khmer (Cambodian),,0,,0,,0,,10880,,4940,,5945,
Language spoken most often at home,          Vietnamese,,10,,0,,10,,104245,,48525,,55725,
Language spoken most often at home,          Austro-Asiatic languages; n.i.e,,0,,0,,0,,85,,40,,45,
Language spoken most often at home,        Austronesian languages,,85,,30,,55,,239785,,108110,,131680,
Language spoken most often at home,          Bikol,,0,,0,,0,,290,,140,,155,
Language spoken most often at home,          Cebuano,,10,,5,,5,,7210,,3325,,3880,
Language spoken most often at home,          Fijian,,0,,0,,0,,195,,105,,90,
Language spoken most often at home,          Hiligaynon,,0,,0,,0,,2205,,970,,1240,
Language spoken most often at home,          Ilocano,,5,,5,,0,,9125,,4045,,5080,
Language spoken most often at home,          Malagasy,,0,,0,,0,,435,,220,,210,
Language spoken most often at home,          Malay,,5,,0,,5,,3620,,1710,,1910,
Language spoken most often at home,          Pampangan (Kapampangan; Pampango),,0,,0,,0,,1200,,565,,630,
Language spoken most often at home,          Pangasinan,,0,,0,,0,,240,,110,,135,
Language spoken most often at home,          Tagalog (Pilipino; Filipino),,65,,25,,45,,213790,,96235,,117555,
Language spoken most often at home,          Waray-Waray,,0,,0,,0,,310,,135,,170,
Language spoken most often at home,          Austronesian languages; n.i.e.,,0,,0,,0,,1160,,545,,620,
Language spoken most often at home,        Creole languages,,0,,0,,0,,27860,,12005,,15850,
Language spoken most often at home,          Haitian Creole,,0,,0,,0,,1280,,575,,705,
Language spoken most often at home,          Creole; n.o.s.,,0,,0,,0,,24575,,10510,,14060,
Language spoken most often at home,          Creole languages; n.i.e.,,0,,0,,0,,2005,,920,,1085,
Language spoken most often at home,        Dravidian languages,,10,,5,,5,,122490,,59780,,62710,
Language spoken most often at home,          Kannada,,0,,0,,0,,1630,,825,,800,
Language spoken most often at home,          Malayalam,,0,,0,,0,,15440,,7865,,7575,
Language spoken most often at home,          Tamil,,10,,5,,5,,96955,,46570,,50385,
Language spoken most often at home,          Telugu,,0,,0,,0,,8280,,4430,,3850,
Language spoken most often at home,          Dravidian languages; n.i.e.,,0,,0,,0,,190,,85,,105,
Language spoken most often at home,        Hmong-Mien languages,,0,,0,,0,,340,,160,,180,
Language spoken most often at home,        Indo-European languages,,570,,255,,310,,1911215,,927225,,983985,
Language spoken most often at home,          Albanian,,5,,0,,0,,13135,,6575,,6560,
Language spoken most often at home,          Armenian,,5,,0,,5,,21505,,10165,,11345,
Language spoken most often at home,          Balto-Slavic languages,,150,,65,,80,,314965,,149315,,165650,
Language spoken most often at home,            Baltic languages,,5,,5,,5,,3275,,1400,,1870,
Language spoken most often at home,              Latvian,,0,,0,,0,,1255,,530,,725,
Language spoken most often at home,              Lithuanian,,0,,0,,5,,2020,,870,,1150,
Language spoken most often at home,            Slavic languages,,145,,65,,80,,311690,,147910,,163780,
Language spoken most often at home,              Belarusan,,0,,0,,0,,230,,105,,120,
Language spoken most often at home,              Bosnian,,0,,0,,0,,6045,,3010,,3040,
Language spoken most often at home,              Bulgarian,,5,,0,,0,,11985,,5835,,6150,
Language spoken most often at home,              Croatian,,5,,0,,0,,16775,,7980,,8795,
Language spoken most often at home,              Czech,,0,,0,,0,,6235,,3060,,3180,
Language spoken most often at home,              Macedonian,,0,,0,,0,,6830,,3250,,3580,
Language spoken most often at home,              Polish,,10,,5,,5,,74780,,34910,,39870,
Language spoken most often at home,              Russian,,90,,40,,50,,116595,,55175,,61425,
Language spoken most often at home,              Serbian,,20,,10,,10,,31750,,15665,,16085,
Language spoken most often at home,              Serbo-Croatian,,5,,5,,5,,3885,,1865,,2020,
Language spoken most often at home,              Slovak,,0,,0,,0,,5615,,2685,,2920,
Language spoken most often at home,              Slovene (Slovenian),,0,,0,,0,,2050,,905,,1145,
Language spoken most often at home,              Ukrainian,,0,,0,,0,,28250,,13150,,15100,
Language spoken most often at home,              Slavic languages; n.i.e.,,0,,0,,0,,670,,310,,360,
Language spoken most often at home,          Celtic languages,,5,,0,,0,,360,,205,,155,
Language spoken most often at home,            Scottish Gaelic,,0,,0,,0,,185,,105,,80,
Language spoken most often at home,            Welsh,,0,,5,,0,,95,,50,,45,
Language spoken most often at home,            Celtic languages; n.i.e.,,0,,0,,0,,80,,50,,30,
Language spoken most often at home,          Germanic languages,,20,,10,,10,,146455,,71835,,74615,
Language spoken most often at home,            Afrikaans,,0,,0,,0,,4790,,2355,,2435,
Language spoken most often at home,            Danish,,0,,0,,0,,855,,410,,445,
Language spoken most often at home,            Dutch,,5,,0,,0,,9565,,4630,,4935,
Language spoken most often at home,            Frisian,,0,,0,,0,,185,,95,,90,
Language spoken most often at home,            German,,15,,10,,10,,120335,,58905,,61435,
Language spoken most often at home,            Icelandic,,0,,0,,0,,270,,120,,150,
Language spoken most often at home,            Norwegian,,0,,0,,0,,345,,145,,200,
Language spoken most often at home,            Swedish,,0,,5,,5,,1045,,500,,545,
Language spoken most often at home,            Vlaams (Flemish),,0,,0,,0,,355,,170,,185,
Language spoken most often at home,            Yiddish,,5,,0,,0,,7080,,3695,,3385,
