Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Mother tongue,          Tai-Kadai languages; n.i.e,,,x,,x,,x,80,,35,,55,
Mother tongue,        Turkic languages,,,x,,x,,x,40140,,21120,,19025,
Mother tongue,          Azerbaijani,,,x,,x,,x,3260,,1785,,1470,
Mother tongue,          Turkish,,,x,,x,,x,32815,,17375,,15440,
Mother tongue,          Uyghur,,,x,,x,,x,1035,,510,,525,
Mother tongue,          Uzbek,,,x,,x,,x,1715,,855,,865,
Mother tongue,          Turkic languages; n.i.e.,,,x,,x,,x,1315,,590,,720,
Mother tongue,        Uralic languages,,,x,,x,,x,81985,,37790,,44195,
Mother tongue,          Estonian,,,x,,x,,x,5445,,2325,,3115,
Mother tongue,          Finnish,,,x,,x,,x,15295,,6395,,8900,
Mother tongue,          Hungarian,,,x,,x,,x,61235,,29060,,32175,
Mother tongue,          Uralic languages; n.i.e.,,,x,,x,,x,10,,5,,5,
Mother tongue,        Other languages; n.i.e.,,,x,,x,,x,3690,,2045,,1645,
Mother tongue,  Multiple responses,,,x,,x,,x,818635,,398325,,420305,
Mother tongue,    English and French,,,x,,x,,x,165320,,80460,,84860,
Mother tongue,    English and non-official language,,,x,,x,,x,533265,,259160,,274100,
Mother tongue,    French and non-official language,,,x,,x,,x,86150,,42170,,43985,
Mother tongue,    English; French and non-official language,,,x,,x,,x,33900,,16535,,17365,
Language spoken most often at home,Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,19,,x,,x,,x,34767250,,17101165,,17666085,
Language spoken most often at home,  Single responses,,,x,,x,,x,33103860,,16298475,,16805395,
Language spoken most often at home,    Official languages,,,x,,x,,x,29106670,,14383020,,14723645,
Language spoken most often at home,      English,,,x,,x,,x,22162865,,10966135,,11196730,
Language spoken most often at home,      French,,,x,,x,,x,6943800,,3416890,,3526910,
Language spoken most often at home,    Non-official languages,,,x,,x,,x,3997195,,1915450,,2081750,
Language spoken most often at home,      Aboriginal languages,,,x,,x,,x,118470,,59720,,58750,
Language spoken most often at home,        Algonquian languages,,,x,,x,,x,75080,,37825,,37260,
Language spoken most often at home,          Blackfoot,,,x,,x,,x,1115,,555,,555,
Language spoken most often at home,          Cree-Montagnais languages,,,x,,x,,x,55825,,28135,,27685,
Language spoken most often at home,            Atikamekw,,,x,,x,,x,5465,,2825,,2640,
Language spoken most often at home,            Montagnais (Innu),,,x,,x,,x,8590,,4195,,4395,
Language spoken most often at home,            Moose Cree,,,x,,x,,x,10,,5,,5,
Language spoken most often at home,            Naskapi,,,x,,x,,x,1200,,595,,605,
Language spoken most often at home,            Northern East Cree,,,x,,x,,x,110,,55,,60,
Language spoken most often at home,            Plains Cree,,,x,,x,,x,1350,,665,,685,
Language spoken most often at home,            Southern East Cree,,,x,,x,,x,20,,5,,15,
Language spoken most often at home,            Swampy Cree,,,x,,x,,x,330,,140,,190,
Language spoken most often at home,            Woods Cree,,,x,,x,,x,800,,410,,390,
Language spoken most often at home,            Cree; n.o.s.,,,x,,x,,x,37945,,19240,,18710,
Language spoken most often at home,          Eastern Algonquian languages,,,x,,x,,x,3615,,1795,,1820,
Language spoken most often at home,            Malecite,,,x,,x,,x,55,,30,,30,
Language spoken most often at home,            Mi'kmaq,,,x,,x,,x,3560,,1770,,1795,
Language spoken most often at home,          Ojibway-Potawatomi languages,,,x,,x,,x,14525,,7335,,7190,
Language spoken most often at home,            Algonquin,,,x,,x,,x,370,,170,,200,
Language spoken most often at home,            Ojibway,,,x,,x,,x,6175,,3165,,3015,
Language spoken most often at home,            Oji-Cree,,,x,,x,,x,7900,,3960,,3940,
Language spoken most often at home,            Ottawa (Odawa),,,x,,x,,x,75,,40,,35,
Language spoken most often at home,          Algonquian languages; n.i.e.,,,x,,x,,x,5,,5,,5,
Language spoken most often at home,        Athabaskan languages,,,x,,x,,x,10265,,5125,,5135,
Language spoken most often at home,          Northern Athabaskan languages,,,x,,x,,x,10255,,5120,,5135,
Language spoken most often at home,            Babine (Wetsuwet'en),,,x,,x,,x,15,,10,,10,
Language spoken most often at home,            Beaver,,,x,,x,,x,50,,30,,20,
Language spoken most often at home,            Carrier,,,x,,x,,x,245,,115,,130,
Language spoken most often at home,            Chilcotin,,,x,,x,,x,255,,125,,130,
Language spoken most often at home,            Dene,,,x,,x,,x,7710,,3805,,3905,
Language spoken most often at home,            Dogrib (Tlicho),,,x,,x,,x,1020,,550,,475,
Language spoken most often at home,            Gwich'in,,,x,,x,,x,45,,25,,25,
Language spoken most often at home,            Sarsi (Sarcee),,,x,,x,,x,10,,5,,5,
Language spoken most often at home,            Sekani,,,x,,x,,x,15,,10,,5,
Language spoken most often at home,            Slavey-Hare languages,,,x,,x,,x,820,,425,,395,
Language spoken most often at home,              North Slavey (Hare),,,x,,x,,x,340,,180,,155,
Language spoken most often at home,              South Slavey,,,x,,x,,x,370,,190,,185,
Language spoken most often at home,              Slavey; n.o.s.,,,x,,x,,x,105,,55,,55,
Language spoken most often at home,            Tahltan languages,,,x,,x,,x,25,,15,,15,
Language spoken most often at home,              Kaska (Nahani),,,x,,x,,x,25,,10,,10,
Language spoken most often at home,              Tahltan,,,x,,x,,x,0,,5,,5,
Language spoken most often at home,            Tutchone languages,,,x,,x,,x,30,,15,,15,
Language spoken most often at home,              Northern Tutchone,,,x,,x,,x,25,,15,,10,
Language spoken most often at home,              Southern Tutchone,,,x,,x,,x,10,,0,,5,
Language spoken most often at home,          Athabaskan languages; n.i.e.,,,x,,x,,x,15,,5,,5,
Language spoken most often at home,        Haida,,,x,,x,,x,10,,5,,0,
Language spoken most often at home,        Inuit languages,,,x,,x,,x,29490,,14995,,14495,
Language spoken most often at home,          Inuinnaqtun (Inuvialuktun),,,x,,x,,x,165,,75,,90,
Language spoken most often at home,          Inuktitut,,,x,,x,,x,29230,,14885,,14345,
Language spoken most often at home,          Inuit languages; n.i.e.,,,x,,x,,x,90,,40,,55,
Language spoken most often at home,        Iroquoian languages,,,x,,x,,x,285,,135,,155,
Language spoken most often at home,          Cayuga,,,x,,x,,x,10,,0,,5,
Language spoken most often at home,          Mohawk,,,x,,x,,x,255,,115,,140,
Language spoken most often at home,          Oneida,,,x,,x,,x,15,,5,,10,
Language spoken most often at home,          Iroquoian languages; n.i.e.,,,x,,x,,x,5,,0,,5,
Language spoken most often at home,        Kutenai,,,x,,x,,x,15,,10,,5,
Language spoken most often at home,        Michif,,,x,,x,,x,85,,40,,45,
Language spoken most often at home,        Salish languages,,,x,,x,,x,285,,130,,150,
Language spoken most often at home,          Comox,,,x,,x,,x,0,,0,,0,
Language spoken most often at home,          Halkomelem,,,x,,x,,x,45,,20,,25,
Language spoken most often at home,          Lillooet,,,x,,x,,x,25,,15,,10,
Language spoken most often at home,          Okanagan,,,x,,x,,x,85,,35,,45,
Language spoken most often at home,          Shuswap (Secwepemctsin),,,x,,x,,x,55,,30,,20,
Language spoken most often at home,          Squamish,,,x,,x,,x,5,,0,,5,
Language spoken most often at home,          Straits,,,x,,x,,x,20,,10,,15,
Language spoken most often at home,          Thompson (Ntlakapamux),,,x,,x,,x,20,,10,,10,
Language spoken most often at home,          Salish languages; n.i.e.,,,x,,x,,x,25,,15,,10,
Language spoken most often at home,        Siouan languages,,,x,,x,,x,2225,,1085,,1140,
Language spoken most often at home,          Dakota,,,x,,x,,x,255,,140,,120,
Language spoken most often at home,          Stoney,,,x,,x,,x,1950,,940,,1010,
Language spoken most often at home,          Siouan languages; n.i.e.,,,x,,x,,x,20,,10,,15,
Language spoken most often at home,        Tlingit,,,x,,x,,x,5,,0,,0,
Language spoken most often at home,        Tsimshian languages,,,x,,x,,x,410,,210,,190,
Language spoken most often at home,          Gitxsan (Gitksan),,,x,,x,,x,315,,155,,155,
Language spoken most often at home,          Nisga'a,,,x,,x,,x,70,,40,,30,
Language spoken most often at home,          Tsimshian,,,x,,x,,x,25,,15,,15,
Language spoken most often at home,        Wakashan languages,,,x,,x,,x,75,,45,,35,
Language spoken most often at home,          Haisla,,,x,,x,,x,20,,10,,15,
Language spoken most often at home,          Heiltsuk,,,x,,x,,x,5,,5,,5,
Language spoken most often at home,          Kwakiutl (Kwak'wala),,,x,,x,,x,20,,10,,10,
Language spoken most often at home,          Nuu-chah-nulth (Nootka),,,x,,x,,x,30,,15,,15,
Language spoken most often at home,          Wakashan languages; n.i.e.,,,x,,x,,x,0,,0,,0,
Language spoken most often at home,        Aboriginal languages; n.o.s.,,,x,,x,,x,235,,110,,125,
Language spoken most often at home,      Non-Aboriginal languages,,,x,,x,,x,3878725,,1855730,,2022995,
Language spoken most often at home,        Afro-Asiatic languages,,,x,,x,,x,307755,,153275,,154480,
Language spoken most often at home,          Berber languages,,,x,,x,,x,8105,,4215,,3895,
Language spoken most often at home,            Kabyle,,,x,,x,,x,5490,,2855,,2640,
Language spoken most often at home,            Berber languages; n.i.e.,,,x,,x,,x,2620,,1365,,1260,
Language spoken most often at home,          Cushitic languages,,,x,,x,,x,27095,,12455,,14640,
Language spoken most often at home,            Bilen,,,x,,x,,x,620,,330,,285,
Language spoken most often at home,            Oromo,,,x,,x,,x,3410,,1700,,1710,
Language spoken most often at home,            Somali,,,x,,x,,x,22895,,10340,,12555,
Language spoken most often at home,            Cushitic languages; n.i.e.,,,x,,x,,x,185,,85,,95,
Language spoken most often at home,          Semitic languages,,,x,,x,,x,272100,,136390,,135720,
Language spoken most often at home,            Amharic,,,x,,x,,x,12780,,6010,,6770,
Language spoken most often at home,            Arabic,,,x,,x,,x,223540,,112690,,110850,
Language spoken most often at home,            Assyrian Neo-Aramaic,,,x,,x,,x,10510,,5090,,5425,
Language spoken most often at home,            Chaldean Neo-Aramaic,,,x,,x,,x,3445,,1695,,1750,
Language spoken most often at home,            Harari,,,x,,x,,x,735,,335,,400,
Language spoken most often at home,            Hebrew,,,x,,x,,x,8560,,4425,,4135,
Language spoken most often at home,            Maltese,,,x,,x,,x,1130,,525,,605,
Language spoken most often at home,            Tigrigna,,,x,,x,,x,10205,,5040,,5170,
Language spoken most often at home,            Semitic languages; n.i.e.,,,x,,x,,x,1200,,585,,620,
Language spoken most often at home,          Afro-Asiatic languages; n.i.e.,,,x,,x,,x,440,,215,,230,
Language spoken most often at home,        Austro-Asiatic languages,,,x,,x,,x,115210,,53500,,61710,
Language spoken most often at home,          Khmer (Cambodian),,,x,,x,,x,10880,,4940,,5945,
Language spoken most often at home,          Vietnamese,,,x,,x,,x,104245,,48525,,55725,
Language spoken most often at home,          Austro-Asiatic languages; n.i.e,,,x,,x,,x,85,,40,,45,
Language spoken most often at home,        Austronesian languages,,,x,,x,,x,239785,,108110,,131680,
Language spoken most often at home,          Bikol,,,x,,x,,x,290,,140,,155,
Language spoken most often at home,          Cebuano,,,x,,x,,x,7210,,3325,,3880,
Language spoken most often at home,          Fijian,,,x,,x,,x,195,,105,,90,
Language spoken most often at home,          Hiligaynon,,,x,,x,,x,2205,,970,,1240,
Language spoken most often at home,          Ilocano,,,x,,x,,x,9125,,4045,,5080,
Language spoken most often at home,          Malagasy,,,x,,x,,x,435,,220,,210,
Language spoken most often at home,          Malay,,,x,,x,,x,3620,,1710,,1910,
Language spoken most often at home,          Pampangan (Kapampangan; Pampango),,,x,,x,,x,1200,,565,,630,
Language spoken most often at home,          Pangasinan,,,x,,x,,x,240,,110,,135,
Language spoken most often at home,          Tagalog (Pilipino; Filipino),,,x,,x,,x,213790,,96235,,117555,
Language spoken most often at home,          Waray-Waray,,,x,,x,,x,310,,135,,170,
Language spoken most often at home,          Austronesian languages; n.i.e.,,,x,,x,,x,1160,,545,,620,
Language spoken most often at home,        Creole languages,,,x,,x,,x,27860,,12005,,15850,
Language spoken most often at home,          Haitian Creole,,,x,,x,,x,1280,,575,,705,
Language spoken most often at home,          Creole; n.o.s.,,,x,,x,,x,24575,,10510,,14060,
Language spoken most often at home,          Creole languages; n.i.e.,,,x,,x,,x,2005,,920,,1085,
Language spoken most often at home,        Dravidian languages,,,x,,x,,x,122490,,59780,,62710,
Language spoken most often at home,          Kannada,,,x,,x,,x,1630,,825,,800,
Language spoken most often at home,          Malayalam,,,x,,x,,x,15440,,7865,,7575,
Language spoken most often at home,          Tamil,,,x,,x,,x,96955,,46570,,50385,
Language spoken most often at home,          Telugu,,,x,,x,,x,8280,,4430,,3850,
Language spoken most often at home,          Dravidian languages; n.i.e.,,,x,,x,,x,190,,85,,105,
Language spoken most often at home,        Hmong-Mien languages,,,x,,x,,x,340,,160,,180,
Language spoken most often at home,        Indo-European languages,,,x,,x,,x,1911215,,927225,,983985,
Language spoken most often at home,          Albanian,,,x,,x,,x,13135,,6575,,6560,
Language spoken most often at home,          Armenian,,,x,,x,,x,21505,,10165,,11345,
Language spoken most often at home,          Balto-Slavic languages,,,x,,x,,x,314965,,149315,,165650,
Language spoken most often at home,            Baltic languages,,,x,,x,,x,3275,,1400,,1870,
Language spoken most often at home,              Latvian,,,x,,x,,x,1255,,530,,725,
Language spoken most often at home,              Lithuanian,,,x,,x,,x,2020,,870,,1150,
Language spoken most often at home,            Slavic languages,,,x,,x,,x,311690,,147910,,163780,
Language spoken most often at home,              Belarusan,,,x,,x,,x,230,,105,,120,
Language spoken most often at home,              Bosnian,,,x,,x,,x,6045,,3010,,3040,
Language spoken most often at home,              Bulgarian,,,x,,x,,x,11985,,5835,,6150,
Language spoken most often at home,              Croatian,,,x,,x,,x,16775,,7980,,8795,
Language spoken most often at home,              Czech,,,x,,x,,x,6235,,3060,,3180,
Language spoken most often at home,              Macedonian,,,x,,x,,x,6830,,3250,,3580,
Language spoken most often at home,              Polish,,,x,,x,,x,74780,,34910,,39870,
Language spoken most often at home,              Russian,,,x,,x,,x,116595,,55175,,61425,
Language spoken most often at home,              Serbian,,,x,,x,,x,31750,,15665,,16085,
Language spoken most often at home,              Serbo-Croatian,,,x,,x,,x,3885,,1865,,2020,
Language spoken most often at home,              Slovak,,,x,,x,,x,5615,,2685,,2920,
Language spoken most often at home,              Slovene (Slovenian),,,x,,x,,x,2050,,905,,1145,
Language spoken most often at home,              Ukrainian,,,x,,x,,x,28250,,13150,,15100,
Language spoken most often at home,              Slavic languages; n.i.e.,,,x,,x,,x,670,,310,,360,
Language spoken most often at home,          Celtic languages,,,x,,x,,x,360,,205,,155,
Language spoken most often at home,            Scottish Gaelic,,,x,,x,,x,185,,105,,80,
Language spoken most often at home,            Welsh,,,x,,x,,x,95,,50,,45,
Language spoken most often at home,            Celtic languages; n.i.e.,,,x,,x,,x,80,,50,,30,
Language spoken most often at home,          Germanic languages,,,x,,x,,x,146455,,71835,,74615,
Language spoken most often at home,            Afrikaans,,,x,,x,,x,4790,,2355,,2435,
Language spoken most often at home,            Danish,,,x,,x,,x,855,,410,,445,
Language spoken most often at home,            Dutch,,,x,,x,,x,9565,,4630,,4935,
Language spoken most often at home,            Frisian,,,x,,x,,x,185,,95,,90,
Language spoken most often at home,            German,,,x,,x,,x,120335,,58905,,61435,
Language spoken most often at home,            Icelandic,,,x,,x,,x,270,,120,,150,
Language spoken most often at home,            Norwegian,,,x,,x,,x,345,,145,,200,
Language spoken most often at home,            Swedish,,,x,,x,,x,1045,,500,,545,
Language spoken most often at home,            Vlaams (Flemish),,,x,,x,,x,355,,170,,185,
Language spoken most often at home,            Yiddish,,,x,,x,,x,7080,,3695,,3385,
Language spoken most often at home,            Germanic languages; n.i.e.,,,x,,x,,x,1625,,820,,810,
Language spoken most often at home,          Greek,,,x,,x,,x,44545,,21110,,23440,
Language spoken most often at home,          Indo-Iranian languages,,,x,,x,,x,838755,,416960,,421795,
Language spoken most often at home,            Indo-Aryan languages,,,x,,x,,x,676185,,337440,,338745,
Language spoken most often at home,              Bengali,,,x,,x,,x,47350,,23585,,23765,
Language spoken most often at home,              Gujarati,,,x,,x,,x,64150,,31740,,32405,
Language spoken most often at home,              Hindi,,,x,,x,,x,55510,,27805,,27710,
Language spoken most often at home,              Kashmiri,,,x,,x,,x,135,,70,,70,
Language spoken most often at home,              Konkani,,,x,,x,,x,720,,355,,370,
Language spoken most often at home,              Marathi,,,x,,x,,x,3780,,1940,,1840,
Language spoken most often at home,              Nepali,,,x,,x,,x,13375,,6710,,6670,
